Palabra	Cantidad Review Pos	Cantidad Review Neg
point	1372	1828
profligate	0	2
kretschmann	0	2
ravages	5	1
gypsy	24	20
tennessee	7	14
asserted	2	3
ravaged	6	5
vampiress	6	1
expensive	59	81
furthers	2	1
weaving	14	5
apostle	1	1
appall	0	1
lusitania	3	0
screened	31	12
grandsons	2	3
rivals	32	12
faithfully	14	8
fuses	3	2
omniscient	2	3
peppers	3	0
screener	4	1
chiseled	1	3
nukes	1	3
assorted	15	12
schizo	0	1
ineptitude	2	23
lantana	1	4
aborts	1	2
dissension	0	1
nuked	0	1
glows	8	5
hyrum	4	1
nukem	2	1
patriarchy	3	1
evangelical	6	12
politician	40	29
coyle	1	1
grainy	30	39
elections	2	8
kodak	1	2
haenel	6	1
sossamon	0	2
pyaar	2	0
coyly	1	1
whimpers	1	2
loman	3	0
lunchtime	2	0
portugal	14	7
century	320	191
onassis	6	0
perilously	1	1
faceted	9	0
abducting	1	2
confining	2	0
aspects	217	180
busch	1	1
disbelieving	1	3
migraine	0	6
perpetrator	7	6
furie	1	4
corridor	10	12
shortchanged	1	3
development	249	389
strips	12	14
tashan	0	45
traditionally	13	10
barbour	3	0
stripe	2	1
peachy	3	3
regis	2	2
lacrosse	1	2
gestures	32	16
travers	12	1
task	100	72
whores	4	11
smothers	0	5
katia	1	1
newsreels	3	2
iffy	2	2
grunts	5	8
whored	0	3
nordic	5	3
salvatore	3	0
visualizations	0	1
jbl	5	0
shape	93	66
unrelentingly	4	3
shrewdly	5	2
irritable	4	3
featherstone	0	2
alternative	44	32
choreographers	1	1
dara	1	4
timber	1	2
rundown	8	7
cut	400	625
cus	0	3
rgv	1	16
cup	76	47
marrying	30	9
cuz	3	11
source	109	96
cue	20	55
undistinguished	3	6
cub	7	5
cum	9	11
cul	1	1
easter	7	11
tibor	0	1
suffocation	3	0
nekkid	1	6
marielle	2	0
kasdan	14	3
kitch	2	1
hallucinations	16	23
blech	1	5
bribing	1	2
knock	63	74
maples	1	0
retake	1	1
austria	16	6
purveyor	3	2
gretel	2	1
borrows	17	21
loyalist	4	6
foolish	23	35
walrus	4	10
irretrievably	2	1
lucien	10	2
valleys	2	0
collectors	6	8
absolutely	643	840
delegation	1	0
triumphing	3	3
presences	2	4
candle	36	10
minefield	3	1
culprit	10	12
montag	1	0
decision	135	100
proficient	8	3
scalps	1	1
gimme	3	8
pankaj	0	1
cloud	16	17
gallops	3	1
epic	198	117
thhe	0	9
keiko	0	1
paedophile	1	4
thunderball	5	0
hurray	1	1
maccarthy	1	1
eglantine	13	0
feigning	0	1
tester	4	1
shinobi	0	7
mcinnerny	4	2
kael	3	0
inhumanity	8	6
imamura	10	3
kennel	17	1
slams	9	5
moores	0	8
sexualities	2	0
factly	2	2
triton	0	16
shapeshifter	1	1
tiff	5	5
abusive	51	40
retailer	0	3
seating	0	4
inhospitable	2	1
obscenely	2	6
landowner	6	2
llosa	3	0
interacted	9	1
phantasm	16	31
kyra	1	2
underused	16	16
normality	4	3
bathsheba	31	0
isobel	1	4
translate	19	31
underlines	7	7
shrieking	8	13
murphy	126	86
exterminated	0	2
toooo	0	1
underlined	5	2
delighting	2	0
hanfstaengl	1	3
subsidiary	2	0
watership	2	3
remastered	9	4
zhu	8	0
pickers	2	0
planet	265	230
indefensible	0	1
planes	26	27
zhi	3	0
kolb	1	1
repulse	1	2
curt	9	2
constant	146	145
stripped	11	21
pervading	5	1
deprive	1	1
scarlet	29	20
consulted	3	4
cure	42	58
curb	8	7
appetizing	0	1
obtuse	5	3
curl	8	4
cafe	21	9
yearbook	2	1
kombat	3	1
stripper	11	28
emanates	3	0
anhalt	3	0
adoring	8	4
composing	5	4
reputation	90	96
ellen	62	60
confine	0	1
bongos	0	1
cellar	10	13
intensifies	5	1
heatwave	1	3
jeannot	2	1
yakuza	17	7
showgirls	5	19
intensified	4	1
restoration	26	4
cater	6	8
cates	0	4
utterly	156	298
aggrandizing	1	1
wyke	0	1
phenomenally	7	4
neglectful	0	2
scouting	2	1
implies	17	26
sangster	1	0
overlooking	8	9
cooker	1	0
healers	1	1
vampyros	2	0
wards	11	8
bankers	0	3
cooked	8	5
implied	36	24
presenting	44	33
ignoramus	2	1
wardh	7	0
uterus	0	2
conjugal	1	3
caribou	6	1
jollies	0	2
magnetically	0	1
portraying	157	70
whiting	2	0
fitch	3	2
tombs	1	5
amplifies	1	3
sanctuary	2	5
groceries	2	5
fascinatingly	3	3
sigmund	3	3
ruccolo	0	1
amplified	8	0
tomba	5	5
overpriced	1	3
compose	7	8
lapaglia	0	1
vietnamese	12	17
suave	25	17
stringfellow	1	0
literary	37	39
compost	0	3
cassavettes	13	1
masculine	18	9
maddin	3	7
pleasing	43	24
bottomed	2	1
nervousness	3	3
proctor	0	1
presently	9	2
dessert	5	5
implicitly	2	3
startlingly	6	3
hoards	2	1
overplaying	2	2
entire	592	868
salad	3	12
squarepants	2	2
havent	5	4
havens	0	1
carly	0	3
gunbuster	15	0
rivers	32	23
carla	78	7
rivero	1	2
lorraine	5	1
elise	2	3
copenhagen	4	2
carlo	11	10
rivera	4	3
marivaux	0	4
edison	26	24
narrations	3	2
dowdy	10	4
endowment	2	0
assisted	13	6
access	45	47
pleading	6	4
industrialized	2	0
schrieber	4	2
sux	0	3
apologetic	1	2
beasts	6	12
adoration	7	5
schrage	0	4
packing	8	11
napolean	1	7
healing	24	11
safer	12	5
gaillardia	2	4
capsules	1	0
talent	409	501
skool	1	0
sharkey	1	0
principally	8	2
implement	1	3
alois	0	5
honor	108	65
composed	66	45
bushman	5	2
imbalanced	1	1
composer	43	39
composes	4	2
mcgoohan	3	0
fique	19	0
sullavan	29	2
cha	1	1
che	147	70
belittling	2	0
chi	9	5
providers	0	2
readable	2	2
hammered	7	14
punishments	3	1
classically	5	4
chu	18	3
totality	2	3
butler	49	37
stephane	4	0
gaffney	1	1
defendant	1	2
charcoal	1	0
prized	5	3
excitedly	1	2
snatching	4	1
lifeforce	5	2
teenie	2	1
habitually	4	0
paroled	1	1
prizes	13	8
dentistry	5	1
nypd	10	5
minions	5	26
fooling	5	14
pandered	1	0
edwardian	6	2
gruff	28	12
aquaman	6	0
closing	93	83
didnt	13	21
fetch	5	4
experiential	1	1
radcliffe	0	2
hickman	1	0
desu	2	0
hauntingly	10	7
syrupy	7	6
homoerotic	7	7
browder	6	0
andersen	1	4
varied	36	14
flap	1	4
noises	28	48
holds	207	92
williamsburg	2	1
hampshire	2	5
valhalla	1	2
varies	11	7
wittiest	4	3
profile	20	27
highs	10	3
hight	2	1
islamic	7	9
conchita	7	2
dominick	36	0
nayland	0	7
prostate	0	3
pineyro	1	0
aniston	19	24
lecher	2	1
chasing	63	82
jails	5	0
dolled	2	1
interviewees	3	7
congruent	0	3
trembling	2	1
ambivalence	3	4
flask	0	1
furious	49	33
solos	6	2
subsequently	28	17
unmade	1	1
atlantian	1	9
mustache	14	28
horne	6	4
tintorera	1	1
aiken	6	1
afterwords	3	10
wolfie	1	0
hiroshi	1	1
airwolf	13	2
disarm	1	5
perturbed	4	2
contriving	1	3
symbols	31	10
morteval	1	3
unofficially	1	0
grendel	1	48
horns	10	12
grayson	75	14
madding	2	0
horny	10	46
galaxy	45	16
iguana	0	3
tsk	1	0
rizzo	30	7
considerate	2	2
tse	2	1
accredited	1	0
heroism	18	8
blatant	27	77
slobbering	2	1
yeoman	5	1
weber	15	2
gweneth	0	1
pangs	1	2
camus	3	1
angers	10	5
denigrate	4	2
squabbling	2	1
letterbox	1	3
preschool	3	3
applicants	2	0
straddling	0	5
flail	0	2
aisling	5	0
frayed	2	2
blindfolded	3	4
deplore	1	0
preclude	3	2
cider	2	2
nobodies	2	8
spokesperson	2	1
flay	2	3
monumentally	3	5
feldman	3	2
spanglish	6	3
flair	50	27
dixie	2	3
belgrade	8	2
poppins	27	5
shies	1	2
seaton	2	1
diegetic	2	1
sandhya	8	0
dixit	2	2
leibman	4	3
sexual	362	348
popping	34	37
eking	1	1
kazakos	6	0
gabel	0	7
tachiguishi	7	0
giordano	4	1
barley	0	5
flushing	1	6
waterston	10	2
dawned	1	4
qur	0	2
approached	33	22
fluctuates	1	1
grunting	3	3
langford	2	1
fourteen	15	13
clarify	5	10
approaches	44	19
que	10	4
auditioned	0	5
tremain	1	0
qui	1	0
quo	12	7
yara	1	0
backwards	34	32
yard	44	37
mortar	1	4
recipes	3	0
skateboard	3	5
yarn	26	11
vehicular	4	1
allied	15	17
mortal	35	18
ulein	9	0
comely	4	5
elegiac	6	1
justine	4	6
bogdanovich	16	24
sack	13	30
whooo	2	0
whoop	2	4
chewie	5	0
lagging	1	6
reached	66	49
braces	2	5
wargames	2	16
pragmatist	1	0
sartain	0	10
bologna	1	1
automatons	0	2
fahrenheit	1	3
vagina	9	9
intermediate	0	1
dudikoff	5	6
acquiescence	2	0
scant	6	11
missy	2	8
pakistani	5	16
bargained	13	4
scans	2	1
bulldog	16	2
explanation	74	213
nobody	180	272
sayeth	1	0
lamont	3	4
knowles	8	6
slopes	2	3
coughed	1	4
bodyguard	21	21
unheeded	1	1
treatise	3	2
morph	2	8
babyy	0	1
outerspace	1	7
datedness	0	1
sweden	36	13
tenements	4	1
impale	0	1
impersonations	4	3
mojave	2	2
preternaturally	2	1
anthropologist	8	7
airforce	0	1
beheadings	0	2
blalock	5	1
wittgenstein	0	2
cavern	3	2
uganda	0	3
throat	40	82
havn	1	1
satyricon	0	4
secreted	1	0
gingerly	3	0
incentive	3	4
montgomery	14	8
oliveira	0	1
concerns	81	59
louque	0	21
firework	1	0
kaplan	5	0
bohemians	2	1
spinster	16	8
pistilli	5	0
sfx	9	18
alton	3	1
waugh	5	0
orchestrations	0	1
procure	1	0
mimics	7	0
clinkers	0	1
prisoner	50	39
payment	12	13
ishmael	0	4
inexorable	4	2
clive	19	36
disease	70	58
unsubtly	0	1
occasion	55	51
cartels	1	0
contemptuous	3	0
inexorably	9	1
incredibility	0	1
recess	1	4
fascists	7	4
visualizes	2	0
ejaculated	0	1
unsolved	12	6
hamlet	88	54
rotating	3	3
tearful	5	6
traitor	17	13
definable	0	2
thicker	1	7
setter	3	0
remorseful	3	0
sparky	2	0
communism	21	17
synonym	0	3
knowledge	159	124
roslin	1	2
sparks	27	21
scorpion	34	5
betsy	5	15
cohesiveness	1	2
prancing	3	12
emitting	1	2
communist	62	41
amplify	4	1
discovers	157	83
regularly	26	27
starck	5	0
hijacking	5	7
delirious	38	8
lela	0	1
pave	1	2
dumbing	6	11
reputations	6	5
perfection	124	14
westchester	3	0
monopoly	6	6
fixes	5	3
fixer	1	3
teams	38	22
blogspot	5	4
mercedes	5	7
excesses	13	17
fixed	22	17
turkeys	6	10
carols	1	0
racked	4	3
showdown	57	27
taiwanese	6	12
herding	2	0
grosse	10	8
intensity	111	46
studious	1	0
racket	5	6
mayeda	0	11
maynard	2	3
imposition	4	0
attempting	65	98
vignettes	23	25
brunt	3	6
difficulties	58	20
bruno	41	19
playboys	1	1
boundary	4	1
tediously	1	12
dominatrix	1	9
monarchs	5	0
reproduced	7	1
sorrow	32	7
monarchy	10	1
antics	64	48
placidly	1	1
byrds	1	1
reproduces	2	0
russ	22	25
feroze	2	0
barroom	2	2
commenting	26	37
revoked	1	4
crawfords	1	0
dobb	0	4
joke	140	469
ruffalo	6	1
equal	70	71
pulp	54	57
kosher	0	5
transplantation	1	3
touchstone	4	4
wringing	1	4
meiji	4	1
placebo	0	2
broom	2	9
hokum	5	13
statues	9	10
laird	15	1
impaling	2	2
disarmament	0	4
coexistence	1	2
reborn	6	1
telepathic	2	4
denis	57	13
deflected	1	3
manhood	18	6
uninitiated	8	6
playwrights	7	2
libbed	6	6
johnny	190	122
transylvania	1	21
swimmer	8	3
mouthpiece	1	2
inflict	6	10
newscast	1	1
steadicam	2	3
seasoned	34	20
newt	1	1
luridly	1	2
anomaly	3	6
citadel	3	0
antlers	2	0
transfusion	1	3
azema	1	0
caddy	3	0
musicality	1	1
tense	105	47
mundo	1	0
assessments	3	1
locales	18	17
mounties	6	2
lebanese	1	2
welcoming	3	4
widescreen	48	21
caving	0	1
associating	3	1
venomous	7	5
frustrating	34	45
dykes	1	0
satires	11	4
delusion	7	10
squib	0	1
weighed	4	6
arrangements	17	7
closets	3	14
pialat	6	1
partner	153	123
pedestal	8	3
sequentially	1	0
whirl	6	4
grinder	1	6
coronary	2	1
mcdermott	18	19
grinded	1	0
slobber	0	1
taxidermy	3	0
tumbles	2	2
arbaaz	0	3
shoehorned	1	3
powell	188	25
rendall	2	4
garish	10	11
bonzai	2	3
sigur	2	0
sauna	1	1
discredited	0	7
breech	4	0
sisters	132	73
yoga	0	7
emphasised	1	1
commenters	7	4
goldsworthy	65	0
recourse	0	1
nevertheless	158	75
wippleman	4	0
disoriented	3	5
exceedingly	16	15
redeemable	4	8
bouzaglo	12	0
comparisons	51	18
raving	13	19
mcintyre	20	0
stores	34	33
stooge	16	14
nicknames	3	1
numbering	1	0
murvyn	4	0
storey	2	4
lakhan	0	3
nicknamed	5	4
interim	3	2
seductively	4	5
griffith	67	35
hypocritically	1	0
moretti	0	10
flashlight	5	11
hazing	0	12
ohad	6	0
repetitious	3	12
reformer	1	1
onward	6	5
demographic	7	20
recommending	17	9
slits	0	2
misfortunate	1	0
ought	54	60
characteristically	3	2
resolved	29	30
elapsed	1	2
impresario	3	4
doyle	31	22
swanson	19	9
resolves	5	4
displaced	7	5
capacities	1	1
like	8968	11172
success	359	216
vibrant	52	16
ewoks	33	7
courtrooms	2	2
admitted	31	21
laconic	9	4
armani	1	1
chica	0	3
pyar	7	4
chick	66	166
quimby	0	3
livelier	3	3
armand	1	15
shinae	8	0
haig	0	6
classical	57	31
hain	8	9
hail	13	12
haim	7	22
hair	213	289
babbage	13	7
patinkin	8	2
recommendation	34	32
poseurs	2	0
scurries	0	1
happens	441	634
jeeves	1	3
jurisprudence	0	1
momsen	12	2
hurricane	15	7
shabana	0	4
wouk	0	2
neurosis	7	4
coombs	1	2
discretion	4	3
happend	0	1
screwed	28	37
snuggle	0	1
gwenn	0	2
brims	2	0
dch	1	0
lieutenant	15	18
uptight	25	14
groaners	1	1
marketable	2	5
palooka	0	1
consumerism	4	9
justin	36	53
napoleonic	2	1
purist	9	4
introduces	62	37
usines	5	0
quinton	0	1
sheepishly	1	0
tomb	8	43
introduced	166	147
tome	3	6
tahitian	2	0
globo	0	2
cruder	4	0
faithfulness	11	4
snitch	5	9
socks	15	8
female	403	541
doren	4	3
lightyears	0	2
knuckles	3	1
waco	13	2
rushed	67	71
condense	2	2
banzai	6	2
rushes	19	14
inasmuch	4	4
knuckled	1	1
glimmer	10	10
crucially	3	1
snaggle	0	1
touted	6	9
rodger	0	2
insures	2	1
coke	22	32
sequel	286	494
insured	5	1
kraft	4	3
versatile	22	13
shyster	4	2
flix	2	6
farrah	23	19
goldoni	4	0
flit	0	3
flip	15	29
flim	0	1
flik	13	1
farrar	1	0
firebrand	2	0
flic	9	2
zellweger	1	4
inspite	2	3
whisper	9	9
domino	54	43
circus	42	30
domini	6	0
transfused	1	2
periods	34	15
commentators	14	11
identities	24	14
anchors	38	1
corporation	39	22
detail	215	129
detain	2	2
ducked	1	2
gemma	2	5
dresses	37	37
dresser	3	3
convicts	18	11
steamroller	0	3
conveys	59	12
hortense	2	4
behavioral	7	1
detours	1	2
cheque	3	4
warners	16	6
stirred	12	4
ramble	6	11
cheesefest	0	1
grimmer	2	1
shenar	4	2
letourneau	0	8
bresslaw	0	3
trenton	1	1
vermin	7	6
ullman	17	2
dynasty	9	7
nwa	6	7
curate	3	2
appetite	11	11
conehead	1	0
nwh	8	0
undisputed	12	4
ozzy	18	7
sanford	4	0
flannery	1	7
geraldo	2	2
caddie	1	1
glides	5	2
cushy	1	1
whatsoever	53	258
birdcage	3	1
stirba	0	21
playground	10	3
sheperd	1	4
haughtiness	2	0
slipstream	0	11
dispense	5	6
baptiste	0	1
prowls	2	2
combos	0	1
gratification	9	5
murph	1	0
vastly	27	35
reiterating	1	2
tenny	0	2
school	778	872
magnate	6	3
harried	9	4
glues	2	1
delightfully	50	3
harriet	56	3
farentino	1	2
glued	40	19
charecters	3	0
veritable	9	7
sanborn	0	1
construed	7	2
guidelines	6	12
feathers	10	4
direct	183	183
nair	13	2
nail	48	50
disciplined	3	4
caviezel	2	0
naif	2	0
ubasti	3	2
blue	213	218
faye	7	37
hide	97	112
ruben	6	8
excised	3	7
selected	28	29
revolves	81	73
revolver	16	26
liberty	27	14
fatness	2	1
kuo	1	0
kun	2	0
oaths	0	3
kui	5	0
blur	11	11
supplier	6	1
supplies	20	12
rubes	1	0
highpoints	1	1
stooges	42	53
leprosy	0	4
shimmers	1	0
philippe	17	9
courteney	2	0
ultimatums	1	1
metamorphose	0	1
rquez	3	0
stopping	40	30
pratt	3	5
philipps	10	0
chewbacca	11	6
crossbow	1	15
engle	2	15
tx	4	3
hideously	4	21
stevie	4	8
leaves	375	308
ridicule	9	13
culminate	6	4
museums	2	5
ect	0	3
leaven	2	1
settled	34	20
midway	18	9
exeter	1	0
rousseau	4	0
prints	18	11
offy	1	0
godmother	23	1
conservatives	2	4
hitchcockian	14	3
morpheus	4	9
patience	34	45
santini	0	2
sloane	24	13
meats	2	0
cassini	3	2
pantyhose	0	2
meaty	12	5
would	5395	7026
spiky	0	2
pigeonhole	2	1
distributing	5	3
quipping	3	2
spike	72	60
tj	0	1
fainting	4	2
limousine	6	1
coffins	3	3
saber	14	5
incumbent	2	0
befriended	14	6
resurfaced	1	2
elsinore	2	0
excellent	1658	386
resurfaces	2	1
supplemental	1	1
abundance	21	23
falken	0	5
homepage	1	0
advocacy	1	1
deficiencies	5	6
dev	27	1
hobos	2	4
degeneration	0	1
salvage	6	38
grenade	8	10
overhears	5	4
estate	62	66
diminished	10	5
dolphin	1	5
paparazzi	3	1
gadgets	10	20
overheard	5	2
synching	1	1
jumble	3	12
permissible	1	0
attract	17	52
overpowered	6	2
ceremony	9	30
drummed	2	1
karaindrou	1	0
suspenser	2	1
implicating	3	1
drummer	31	8
toxin	0	2
toxic	10	32
actuality	16	14
kewpie	1	3
toxie	0	1
dialect	16	8
brutalizing	0	1
description	91	83
insecure	17	14
imaginable	27	48
lump	15	14
astoundingly	6	10
montague	7	1
kavanagh	2	0
unguarded	1	3
zapping	0	1
lumi	12	1
airless	1	2
salsa	0	3
vallon	2	0
parallel	58	31
girders	2	0
amin	0	16
splendid	100	23
amid	23	16
nike	2	2
summing	9	9
flippantly	0	1
upside	24	29
holst	1	0
plumbing	8	8
corsets	4	2
amis	1	4
amir	0	1
chazz	1	8
wanking	1	1
fiendish	3	8
daisuke	3	0
crumbs	2	0
horshack	0	1
crumby	2	2
beside	36	35
imf	1	0
wilton	6	1
suvari	0	3
imo	33	23
tramp	19	21
thomerson	0	10
baily	2	0
mistreat	3	1
urination	0	2
bails	1	2
denizens	8	2
iowa	15	16
diseases	10	13
prevented	16	17
snivelling	0	1
diseased	3	3
rental	62	139
lucking	0	3
gluttony	1	0
alex	102	128
pbs	16	14
swaying	4	7
detroit	38	13
herald	5	0
treason	6	8
appalachians	1	0
minutiae	5	1
alec	43	37
rritu	4	3
yoakam	6	0
satellite	18	15
joined	53	36
juggling	4	3
saturday	108	112
revisions	2	2
pounce	3	1
lair	12	10
schiller	2	1
boozer	1	2
psychic	27	57
sighing	2	5
desertion	1	0
bumpkins	0	1
laid	76	84
unabashed	10	8
lain	7	2
newly	58	31
independence	33	35
associate	24	17
toppers	1	0
aforesaid	1	1
deflect	1	3
mastering	2	1
largo	7	10
anselmo	12	0
horstachio	6	0
days	679	566
tolerant	10	10
filter	14	15
heck	85	136
crusoe	1	2
soda	4	9
unappreciative	2	2
wowed	4	3
artistry	38	13
lemoine	0	4
officious	2	1
researcher	12	17
attractions	4	12
lovably	5	3
encouraging	17	10
lovable	104	40
fantasy	423	222
adopted	39	36
lebrun	9	0
researched	15	16
discotheque	0	1
desai	2	6
sarcasm	17	32
dolenz	1	0
heights	56	29
confirming	1	7
gowns	8	7
corpus	1	1
carrey	95	35
megaplex	0	1
illiterate	13	20
estrada	1	1
quickies	2	4
leaking	0	4
embellish	1	1
inarticulate	2	6
postcards	1	0
unsaid	5	1
lather	0	2
kidnaps	14	25
roxbury	2	3
frankly	93	163
bogosian	4	0
immigrants	22	14
tourists	14	21
pathogen	1	1
comraderie	1	0
seminal	15	8
bridge	96	61
handkerchief	2	4
screwy	2	1
physiques	2	0
adhd	1	2
screws	8	12
ohhhh	0	4
seminar	6	2
maxx	9	0
puritanical	4	3
philistine	0	3
thoroughly	217	132
thorough	8	11
brandon	15	25
derek	50	100
rodents	0	6
hatch	10	4
enlightens	3	1
yucky	0	4
rodentz	0	4
unashamedly	5	3
deploys	1	0
milkman	1	1
promotions	1	3
potency	3	0
statistic	5	3
rancid	2	25
lyle	23	4
parakeet	2	1
entertaining	832	573
agnew	0	1
agnes	10	9
abouts	0	1
pardoned	2	0
bait	15	33
medley	12	2
endear	6	4
alight	5	2
aspires	6	7
dupe	2	4
colors	137	61
reissue	2	2
musicals	129	45
aspired	3	2
peddle	4	2
bail	4	6
bain	10	5
baio	11	2
spite	97	82
situations	249	226
minnesota	4	7
sycophantic	4	3
spits	5	12
knuckle	10	2
tropic	1	1
joslyn	6	0
catwomen	2	0
borrowed	39	45
fontaine	58	13
undresses	2	4
unhurried	2	0
splittingly	3	1
lamborghini	1	2
wedding	169	133
intermingled	1	3
knocks	27	29
toolbox	2	22
undressed	7	6
beads	17	4
electroshock	0	4
beady	1	0
solders	0	1
anxiously	3	10
commercialization	1	3
freiberger	4	0
unwitting	4	3
ailments	4	2
blackwell	2	2
bondarchuk	4	4
penance	3	3
hagan	2	6
yawned	0	1
arsed	2	0
robby	18	7
hagar	24	7
disturbing	255	224
immaculately	2	0
seigner	2	0
feline	10	6
muy	2	1
rosza	4	0
rewinding	4	2
continually	29	37
grandmother	68	58
mud	18	25
mug	4	14
transgression	2	2
finger	42	55
hopefully	106	108
mum	40	22
discovery	70	44
montagne	2	2
reiterate	3	5
tolerably	0	3
lupe	0	4
deposed	4	0
however	1793	1738
prizefighter	2	0
staking	2	1
teenaged	8	4
mazovia	0	5
spurt	2	1
news	149	178
rimi	3	0
drowsy	2	1
greenwich	11	2
antelopes	0	1
ballantine	15	0
fault	101	138
myer	2	3
everytown	15	2
blimp	6	0
sultry	19	5
pamby	1	0
mildly	35	138
brigham	12	4
expense	20	33
exhibit	16	16
smuggled	6	3
rounders	7	0
unrewarding	1	2
haynes	4	0
smuggler	4	4
smuggles	0	1
brisson	21	1
gratingly	0	4
recesses	4	3
conference	14	8
warehouses	5	1
sororities	0	2
unmatchable	1	0
schoolroom	0	2
captives	5	4
unchanged	2	2
kumari	13	1
loft	4	7
pecked	1	5
xxx	3	5
winningly	6	1
melancholia	1	0
transatlantic	0	2
vulcan	17	2
sleepaway	0	17
refutes	1	0
kumars	2	0
pecker	42	4
devry	0	1
apprehension	4	3
censors	27	11
marginalised	2	0
n	209	136
dehumanize	2	0
anya	2	1
natives	25	41
veronica	20	12
donnelly	4	3
forgetable	1	2
broth	2	1
tress	3	0
accessories	2	1
dazzled	14	4
anatole	1	1
sacre	2	0
dazzles	4	1
pathology	4	1
unsavoury	5	0
niki	0	8
forehead	4	19
enlightenment	9	22
drawback	22	5
commonsense	1	1
peaks	26	13
miscasting	7	18
sings	104	44
numerical	1	0
sleeker	4	0
greeted	11	6
unyielding	3	1
groundbreaking	23	14
goofed	0	2
darned	4	4
punctuate	5	2
shortly	64	58
possessed	42	65
dada	2	1
ocean	62	40
impediment	6	4
pursued	24	28
jean	243	110
possesses	30	23
dads	12	7
fedja	4	1
snowman	24	25
leagues	11	9
assembling	1	2
departed	18	8
proposed	10	4
unemployment	8	5
physique	6	7
pegs	1	2
bruise	3	2
rodent	6	4
proposes	21	3
grades	8	4
grader	6	22
depart	8	3
scattering	0	2
enlighten	5	8
kanin	6	3
expos	1	0
cherry	8	14
patching	2	0
kroko	0	7
ridgemont	2	3
jazzed	2	2
brandner	0	3
gave	573	619
frawley	9	2
salacious	10	7
metaphorical	10	7
breaks	129	128
descending	2	13
imbeciles	3	4
cruiserweight	9	0
burns	143	38
burnt	25	24
rumor	14	13
peeved	0	5
ennio	6	7
melting	35	65
brutality	51	30
mansions	5	3
midge	3	1
zeal	6	2
contradict	10	7
orlando	20	19
morbius	25	3
celibacy	0	2
renamed	6	7
peeves	0	3
broadcaster	3	5
hackman	9	53
satiated	2	0
hunchback	2	16
vamping	1	0
stringing	3	1
envision	6	3
undeservedly	3	8
dishonest	10	11
groupies	3	1
excerpt	1	6
unferth	0	3
sponge	3	10
autopsied	1	0
usher	12	17
election	56	11
peacemaker	2	0
chesty	1	3
contests	5	8
jeebies	1	1
untraceable	0	4
rhind	3	0
rhine	15	4
mystified	2	9
rhino	7	4
malika	0	4
loins	0	3
offices	12	9
mystifies	2	2
avatar	4	3
deleted	29	43
brawl	23	7
brawn	0	3
newcomer	28	25
reams	1	5
bafta	22	2
attacks	67	91
choke	9	25
dinner	74	80
ensure	32	25
horseplay	0	1
plasticine	0	3
blabber	0	2
zombification	0	7
duke	65	67
aha	2	6
toothpicks	0	1
extremis	1	2
ahh	11	8
obscene	14	18
bath	53	39
ussr	8	8
donated	4	7
ppv	23	6
dissenting	1	2
abel	4	5
coitus	0	2
anorexic	4	8
anorexia	1	0
infidelity	18	16
akshay	38	62
depot	2	2
sunlight	6	14
cassinelli	1	1
franciosa	6	5
striding	3	0
towing	1	1
morn	1	0
amateur	44	171
hirsch	5	10
plumber	3	3
scouse	1	0
twangy	2	0
liveliest	1	1
haifa	1	1
mccall	1	4
particolare	3	0
chests	0	6
peeling	7	3
flavour	12	5
fairchild	1	7
mannequins	5	2
loitering	0	1
unfulfilling	1	4
beatrix	1	0
atta	2	0
nerdy	16	20
undiscriminating	0	2
verging	6	3
zodiac	17	28
nerds	14	18
panicky	0	1
jyothika	1	1
worshipful	1	0
cobbled	2	9
suspicions	11	15
kaufman	12	33
limbic	5	0
sometime	41	22
cobbles	1	0
darko	4	6
perez	2	11
solino	5	0
levity	8	2
liberalism	1	3
regime	25	17
eerie	103	38
goldfinger	2	2
chucky	4	11
piffle	1	4
johhny	1	0
bumptious	2	0
beheading	5	9
setting	360	273
whew	5	9
papers	36	19
implant	4	3
erosion	1	0
kerosene	0	1
squeals	2	3
picture	813	632
grasps	4	3
tasteful	20	12
football	112	109
flushes	0	5
maureen	39	11
flushed	4	17
walberg	0	1
pedophilia	3	8
faster	41	59
moustaches	0	2
initiates	1	2
australians	7	10
verve	16	8
vigorously	6	3
jealousies	4	0
uncovered	10	9
vietnam	91	100
unchallenged	2	5
remarked	12	3
fasten	1	1
undoubted	4	2
roi	0	2
zionist	0	4
rom	8	18
ron	77	105
roo	7	0
rob	178	74
roc	2	1
rod	28	45
deliveries	3	1
celebi	10	4
roy	153	75
roz	3	13
kiddin	0	1
marion	66	20
functioned	1	1
ros	3	0
rot	3	18
row	70	61
inverse	4	0
clarification	2	1
hensley	3	2
passage	35	19
matchbox	0	2
aplomb	23	5
negativity	3	5
bests	2	1
gumball	0	1
doodlebops	16	2
exalted	1	2
frequencies	0	2
trident	0	12
emphasizes	13	6
unfamiliar	30	15
screenwriting	3	5
congregation	6	6
tanks	17	14
emphasized	12	6
deirdre	2	0
heston	75	61
ritzy	2	0
oftentimes	4	8
annihilated	3	3
looney	16	17
impressive	324	174
level	471	478
posts	11	9
cloudy	5	5
standards	165	184
domestically	2	1
merlyn	1	0
slouching	1	3
lever	1	9
poste	0	1
warburton	6	4
reclaiming	1	1
pork	9	2
illustrating	7	5
porn	96	267
irritates	4	13
roadshow	0	4
pore	2	1
installing	0	1
shepperton	2	0
widened	1	0
colin	30	38
morel	1	0
