Palabra	Cantidad Review Pos	Cantidad Review Neg
chagrined	2	0
murderous	64	45
torture	88	208
slickest	2	0
asset	24	16
wishes	83	71
enslaved	7	4
abduction	8	6
jackasses	0	4
shock	169	214
anxious	32	20
verdict	22	28
congrats	10	1
comforts	15	4
unsatisfied	11	14
calmed	0	2
chastise	1	2
uncomfortable	65	82
exuberant	19	4
ardent	7	12
manipulating	14	7
odd	301	281
appeased	0	2
indestructible	10	7
melancholy	36	8
upsetting	16	14
desired	47	42
poverty	80	53
sexy	236	207
enterprising	4	2
irritating	50	181
great	6384	2629
engage	35	56
survivor	32	53
broken	144	134
distressed	13	2
haunts	16	8
honor	108	65
panicked	5	3
danger	105	109
win	286	195
apprehensive	4	2
crazy	312	338
offends	4	11
hardy	77	100
scandal	24	12
droopy	0	1
confidence	63	32
cheered	13	9
crap	138	849
denounce	3	0
illegal	47	43
doubt	360	387
weeping	9	9
bitterly	2	15
agreeable	5	1
noisy	6	18
clever	296	237
disgust	20	41
fuck	0	2
impress	43	60
charming	336	133
sore	15	22
unbelieving	1	1
ashamed	26	125
disabling	2	0
duped	8	14
annoy	17	27
challenge	98	62
disbelieve	1	4
recession	3	0
praise	96	74
fulfill	23	13
violence	525	552
admires	11	4
escapes	70	93
effectively	124	61
fearsome	5	5
hesitate	23	11
united	131	85
daring	79	34
lame	88	636
destroying	32	62
buoyant	4	1
rejoicing	3	4
struggles	100	55
humerous	1	1
fortunate	32	14
delay	7	13
rape	142	221
justifiably	12	5
struggled	17	12
comedy	1716	1487
intelligent	324	210
tension	267	271
blocks	12	8
incompetence	8	26
await	14	7
bothered	52	134
perjury	1	0
abuse	90	99
fatigue	6	5
solidarity	1	2
frowning	0	4
picturesque	16	10
interrupted	31	16
trembling	2	1
scoop	60	7
prays	5	4
allow	143	164
classy	40	18
furious	49	33
beauties	13	10
perturbed	4	2
doubtful	13	8
interrogated	3	1
boosts	4	1
defenseless	4	6
perfect	1223	356
superior	198	108
exclusion	0	1
glee	24	10
winning	252	95
revives	1	2
stalled	1	4
criminal	199	126
violating	5	6
crash	93	105
greater	116	57
commended	9	8
cutting	90	121
kiss	93	77
dehumanizing	4	1
warned	56	79
expels	3	0
trap	57	65
virulent	5	6
disregard	18	24
disregarding	4	1
thwart	6	8
aggravates	1	2
aggravated	5	3
burdened	7	7
incensed	2	3
blesses	1	0
gallant	4	0
chaos	63	41
fascist	33	22
hilarious	599	362
postpone	2	0
supports	22	14
despairing	6	1
scumbag	8	3
shortage	8	7
greedy	46	45
loomed	2	1
conflicts	57	36
embarrass	7	26
shrew	2	7
scary	366	614
hostile	24	21
steal	114	133
keen	48	18
sorrowful	5	3
scare	79	138
exonerated	2	3
embarrasses	3	4
pitied	1	2
powerful	486	131
reaches	57	45
soothing	3	5
embarrassed	31	132
improving	11	11
bitch	25	48
lagging	1	6
reached	66	49
suck	25	150
avert	3	5
salient	2	4
sadly	210	363
fair	204	249
silencing	1	2
attack	179	267
exhilarating	21	9
perfectly	487	147
adopts	15	6
interests	50	31
craziest	3	4
chagrin	13	6
punish	9	10
doomed	51	50
apologise	5	7
dreary	20	67
depressing	102	122
applauds	3	3
manipulation	25	21
astounded	7	2
loved	1074	340
glamorous	45	22
warfare	20	8
boring	327	1453
bother	76	293
tortured	55	60
swindles	1	0
tortures	11	10
allergic	2	12
misunderstand	4	8
accusing	3	3
thwarted	12	6
woebegone	2	1
poisons	2	3
comfortable	80	30
recommends	3	3
sincerity	29	17
disturbing	255	224
blockbuster	75	107
demonstration	16	13
clearly	407	492
bastard	17	24
afraid	157	176
acquitted	6	3
boastful	2	0
battles	84	51
provokes	13	6
skeptics	3	2
provoked	4	10
asshole	3	7
underestimating	1	2
snubs	1	0
alienation	23	13
clash	39	21
disappointments	12	10
harmful	6	6
courtesy	28	19
prisoner	50	39
alarmed	4	3
medal	15	9
fervent	8	1
deny	34	28
enthusiastic	31	27
upset	64	88
fiasco	4	32
contemptuous	3	0
fascists	7	4
exclusive	14	14
chances	72	60
sceptical	16	2
agreed	28	60
supported	54	25
beatific	1	1
contemptuously	1	0
fear	287	248
darkest	21	11
pleased	90	35
litigation	1	1
inspiring	102	33
winner	154	66
hopeful	24	11
rash	7	6
inferior	46	48
indignant	3	3
prosecute	3	1
doubting	7	6
harmed	6	10
lucky	153	101
dodgy	13	26
marvels	3	2
gray	35	86
deceives	1	3
shy	94	31
dejected	4	1
wish	496	455
deceived	7	7
strengthened	1	4
accuses	6	11
humiliation	13	16
expel	1	1
catastrophic	6	11
yearning	21	14
accused	72	51
usefulness	4	2
desperate	153	169
zealot	1	5
awaits	13	8
exploited	22	32
insulting	18	107
smog	3	3
invulnerable	2	7
frustrates	1	2
superb	562	101
favor	88	161
beautify	2	0
injustice	22	17
horrible	155	1030
progress	79	41
harsher	4	0
frustrated	66	58
petrified	6	5
subversive	18	11
ability	216	236
importance	92	40
joy	208	82
sorrow	32	7
regretful	2	4
embarrassment	11	82
merry	21	25
approval	16	13
swift	26	11
absentee	3	2
limits	61	37
joke	140	469
agree	281	282
fulfilled	18	11
admit	301	318
safely	23	25
glorious	76	26
unclear	18	30
commend	10	11
betrayed	27	16
laugh	577	769
cynicism	22	15
intimidating	13	12
charmless	0	7
waste	96	1339
chastised	1	2
perplexed	13	7
harshest	1	0
interrupts	9	4
ensuring	9	5
tense	105	47
chastises	1	0
piqued	1	3
banish	0	2
novel	506	443
toothless	3	9
abandoned	87	99
fearful	17	5
irate	3	3
promotes	3	7
stunning	317	87
hahaha	3	10
promoted	30	28
frustrating	34	45
loathes	4	1
agonized	1	4
chaotic	18	28
unintelligent	3	13
encouragement	5	1
respected	53	30
optimistic	39	16
agonizes	1	1
whore	24	23
lunatic	17	31
maddening	2	10
defiant	10	4
romance	428	261
strange	487	434
smarter	15	19
privileged	13	8
difficult	388	306
injured	40	23
conflicting	13	7
scams	4	3
forgotten	177	161
bullying	23	8
discredited	0	7
discouraged	5	4
skepticism	9	4
lobby	12	6
steals	146	66
destruction	84	58
retard	4	9
discounted	1	1
fascinate	7	1
restricted	18	9
obstacles	34	16
disoriented	3	5
enrage	6	2
drowns	7	12
restore	19	10
stout	1	3
cried	88	27
discord	3	2
misbehaves	1	0
mistaken	67	40
cries	25	34
mistakes	82	113
happiness	138	46
afflicted	9	8
mourn	3	2
generous	29	78
terrorized	8	14
passively	3	4
killed	444	664
arrest	29	26
extends	10	8
exempt	3	1
despondent	1	5
advanced	61	29
indignation	1	4
smart	225	180
clouded	3	3
resolved	29	30
increased	13	13
myth	35	28
crushed	19	27
burden	25	10
resolves	5	4
crushes	8	5
woeful	4	23
prominent	52	17
loss	146	121
racists	1	1
like	8968	11172
inviting	13	14
vibrant	52	16
frustrate	5	5
admitted	31	21
nerves	25	35
gaining	22	10
scared	157	142
alive	219	232
immortal	34	24
growth	38	24
supportive	19	18
neglecting	3	7
leak	9	12
avoid	130	563
anguished	7	6
rewarding	44	10
woohoo	1	1
screwed	28	37
worsen	1	2
blurry	7	18
benefitted	0	1
murderer	97	82
reaching	48	46
hooligan	0	9
chokes	4	3
slut	9	35
pressure	47	33
uptight	25	14
worthy	167	190
scapegoats	4	0
choked	6	8
misrepresentation	2	10
hiding	74	69
gained	27	34
inconsiderate	3	2
freedom	195	43
swear	33	80
discard	3	1
contending	2	2
obliterated	1	6
commitment	38	17
screamed	14	20
promise	81	136
animosity	8	3
agonise	0	1
godsend	1	1
rejoice	6	5
lagged	3	1
indoctrinates	1	0
awarded	23	18
stamina	2	1
restricts	2	1
frustration	56	47
indoctrinated	0	4
relishing	2	2
touted	6	9
abductions	0	1
bitches	3	9
agrees	57	37
blaming	6	7
admonish	1	0
gain	83	58
helpful	32	30
ha	51	129
assets	12	9
lovely	297	126
glory	84	60
protesting	7	4
distract	32	24
warmth	65	21
excitement	107	112
cruel	81	97
convince	69	128
delights	13	9
gagged	3	6
gullibility	1	2
problem	509	934
strengthens	4	2
horrific	73	86
affectionate	17	3
inadequate	5	15
meaningless	23	85
upsets	11	6
goodness	42	63
acquits	2	6
infatuated	14	6
detain	2	2
sick	193	288
reckless	22	17
derails	2	5
betrays	19	14
ecstatic	7	6
traumatic	22	23
astounding	41	18
insults	21	40
chance	592	439
stab	13	28
badass	7	11
agonizing	4	20
inspiration	92	73
ghost	236	248
insipid	8	63
jewel	40	16
accidents	9	10
expands	6	4
abhor	1	1
bereaved	3	2
